RecordType,CreationDate,UserIds,Operations,AuditData,ResultIndex,ResultCount,Identity,IsValid,ObjectState
SharePointFileOperation,4/08/2026 5:54:00 PM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T17:54:00Z"",""Id"":""00000000-0000-4000-8000-000000000055"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-055"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",55,120,northstar-audit-055,true,Unchanged
SharePointFileOperation,4/08/2026 6:05:00 PM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T18:05:00Z"",""Id"":""00000000-0000-4000-8000-000000000056"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-056"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",56,120,northstar-audit-056,true,Unchanged
SharePoint,4/08/2026 6:16:00 PM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T18:16:00Z"",""Id"":""00000000-0000-4000-8000-000000000057"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-057"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",57,120,northstar-audit-057,true,Unchanged
ExchangeItemGroup,4/08/2026 6:27:00 PM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T18:27:00Z"",""Id"":""00000000-0000-4000-8000-000000000058"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-058"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",58,120,northstar-audit-058,true,Unchanged
AzureActiveDirectoryStsLogon,4/08/2026 6:38:00 PM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T18:38:00Z"",""Id"":""00000000-0000-4000-8000-000000000059"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-059"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",59,120,northstar-audit-059,true,Unchanged
ExchangeItemAggregated,4/08/2026 6:49:00 PM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T18:49:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000060"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-060"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",60,120,northstar-audit-060,true,Unchanged
SharePointFileOperation,4/08/2026 7:00:00 PM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T19:00:00Z"",""Id"":""00000000-0000-4000-8000-000000000061"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-061"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",61,120,northstar-audit-061,true,Unchanged
SharePointFileOperation,4/08/2026 7:11:00 PM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T19:11:00Z"",""Id"":""00000000-0000-4000-8000-000000000062"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-062"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",62,120,northstar-audit-062,true,Unchanged
SharePoint,4/08/2026 7:22:00 PM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T19:22:00Z"",""Id"":""00000000-0000-4000-8000-000000000063"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-063"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",63,120,northstar-audit-063,true,Unchanged
ExchangeItemGroup,4/08/2026 7:33:00 PM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T19:33:00Z"",""Id"":""00000000-0000-4000-8000-000000000064"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-064"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",64,120,northstar-audit-064,true,Unchanged
AzureActiveDirectoryStsLogon,4/08/2026 7:44:00 PM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T19:44:00Z"",""Id"":""00000000-0000-4000-8000-000000000065"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-065"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",65,120,northstar-audit-065,true,Unchanged
ExchangeItemAggregated,4/08/2026 7:55:00 PM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T19:55:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000066"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-066"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",66,120,northstar-audit-066,true,Unchanged
SharePointFileOperation,4/08/2026 8:06:00 PM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T20:06:00Z"",""Id"":""00000000-0000-4000-8000-000000000067"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-067"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",67,120,northstar-audit-067,true,Unchanged
SharePointFileOperation,4/08/2026 8:17:00 PM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T20:17:00Z"",""Id"":""00000000-0000-4000-8000-000000000068"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-068"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",68,120,northstar-audit-068,true,Unchanged
SharePoint,4/08/2026 8:28:00 PM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T20:28:00Z"",""Id"":""00000000-0000-4000-8000-000000000069"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-069"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",69,120,northstar-audit-069,true,Unchanged
ExchangeItemGroup,4/08/2026 8:39:00 PM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T20:39:00Z"",""Id"":""00000000-0000-4000-8000-000000000070"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-070"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",70,120,northstar-audit-070,true,Unchanged
AzureActiveDirectoryStsLogon,4/08/2026 8:50:00 PM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T20:50:00Z"",""Id"":""00000000-0000-4000-8000-000000000071"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-071"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",71,120,northstar-audit-071,true,Unchanged
ExchangeItemAggregated,4/08/2026 9:01:00 PM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T21:01:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000072"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-072"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",72,120,northstar-audit-072,true,Unchanged
SharePointFileOperation,4/08/2026 9:12:00 PM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T21:12:00Z"",""Id"":""00000000-0000-4000-8000-000000000073"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-073"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",73,120,northstar-audit-073,true,Unchanged
SharePointFileOperation,4/08/2026 9:23:00 PM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T21:23:00Z"",""Id"":""00000000-0000-4000-8000-000000000074"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-074"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",74,120,northstar-audit-074,true,Unchanged
SharePoint,4/08/2026 9:34:00 PM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T21:34:00Z"",""Id"":""00000000-0000-4000-8000-000000000075"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-075"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",75,120,northstar-audit-075,true,Unchanged
ExchangeItemGroup,4/08/2026 9:45:00 PM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T21:45:00Z"",""Id"":""00000000-0000-4000-8000-000000000076"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-076"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",76,120,northstar-audit-076,true,Unchanged
AzureActiveDirectoryStsLogon,4/08/2026 9:56:00 PM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T21:56:00Z"",""Id"":""00000000-0000-4000-8000-000000000077"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-077"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",77,120,northstar-audit-077,true,Unchanged
ExchangeItemAggregated,4/08/2026 10:07:00 PM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T22:07:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000078"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-078"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",78,120,northstar-audit-078,true,Unchanged
SharePointFileOperation,4/08/2026 10:18:00 PM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T22:18:00Z"",""Id"":""00000000-0000-4000-8000-000000000079"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-079"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",79,120,northstar-audit-079,true,Unchanged
SharePointFileOperation,4/08/2026 10:29:00 PM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T22:29:00Z"",""Id"":""00000000-0000-4000-8000-000000000080"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-080"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",80,120,northstar-audit-080,true,Unchanged
SharePoint,4/08/2026 10:40:00 PM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T22:40:00Z"",""Id"":""00000000-0000-4000-8000-000000000081"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-081"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",81,120,northstar-audit-081,true,Unchanged
ExchangeItemGroup,4/08/2026 10:51:00 PM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T22:51:00Z"",""Id"":""00000000-0000-4000-8000-000000000082"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-082"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",82,120,northstar-audit-082,true,Unchanged
AzureActiveDirectoryStsLogon,4/08/2026 11:02:00 PM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T23:02:00Z"",""Id"":""00000000-0000-4000-8000-000000000083"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-083"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",83,120,northstar-audit-083,true,Unchanged
ExchangeItemAggregated,4/08/2026 11:13:00 PM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T23:13:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000084"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-084"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",84,120,northstar-audit-084,true,Unchanged
SharePointFileOperation,4/08/2026 11:24:00 PM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T23:24:00Z"",""Id"":""00000000-0000-4000-8000-000000000085"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-085"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",85,120,northstar-audit-085,true,Unchanged
SharePointFileOperation,4/08/2026 11:35:00 PM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T23:35:00Z"",""Id"":""00000000-0000-4000-8000-000000000086"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-086"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",86,120,northstar-audit-086,true,Unchanged
SharePoint,4/08/2026 11:46:00 PM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-04T23:46:00Z"",""Id"":""00000000-0000-4000-8000-000000000087"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-087"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",87,120,northstar-audit-087,true,Unchanged
ExchangeItemGroup,4/08/2026 11:57:00 PM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-04T23:57:00Z"",""Id"":""00000000-0000-4000-8000-000000000088"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-088"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",88,120,northstar-audit-088,true,Unchanged
AzureActiveDirectoryStsLogon,5/08/2026 12:08:00 AM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T00:08:00Z"",""Id"":""00000000-0000-4000-8000-000000000089"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-089"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",89,120,northstar-audit-089,true,Unchanged
ExchangeItemAggregated,5/08/2026 12:19:00 AM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T00:19:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000090"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-090"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",90,120,northstar-audit-090,true,Unchanged
SharePointFileOperation,5/08/2026 12:30:00 AM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T00:30:00Z"",""Id"":""00000000-0000-4000-8000-000000000091"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-091"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",91,120,northstar-audit-091,true,Unchanged
SharePointFileOperation,5/08/2026 12:41:00 AM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-05T00:41:00Z"",""Id"":""00000000-0000-4000-8000-000000000092"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-092"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",92,120,northstar-audit-092,true,Unchanged
SharePoint,5/08/2026 12:52:00 AM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-05T00:52:00Z"",""Id"":""00000000-0000-4000-8000-000000000093"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-093"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",93,120,northstar-audit-093,true,Unchanged
ExchangeItemGroup,5/08/2026 1:03:00 AM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T01:03:00Z"",""Id"":""00000000-0000-4000-8000-000000000094"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-094"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",94,120,northstar-audit-094,true,Unchanged
AzureActiveDirectoryStsLogon,5/08/2026 1:14:00 AM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T01:14:00Z"",""Id"":""00000000-0000-4000-8000-000000000095"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-095"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",95,120,northstar-audit-095,true,Unchanged
ExchangeItemAggregated,5/08/2026 1:25:00 AM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T01:25:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000096"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-096"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",96,120,northstar-audit-096,true,Unchanged
SharePointFileOperation,5/08/2026 1:36:00 AM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T01:36:00Z"",""Id"":""00000000-0000-4000-8000-000000000097"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-097"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",97,120,northstar-audit-097,true,Unchanged
SharePointFileOperation,5/08/2026 1:47:00 AM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-05T01:47:00Z"",""Id"":""00000000-0000-4000-8000-000000000098"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-098"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",98,120,northstar-audit-098,true,Unchanged
SharePoint,5/08/2026 1:58:00 AM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-05T01:58:00Z"",""Id"":""00000000-0000-4000-8000-000000000099"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-099"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",99,120,northstar-audit-099,true,Unchanged
ExchangeItemGroup,5/08/2026 2:09:00 AM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T02:09:00Z"",""Id"":""00000000-0000-4000-8000-000000000100"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-100"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",100,120,northstar-audit-100,true,Unchanged
AzureActiveDirectoryStsLogon,5/08/2026 2:20:00 AM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T02:20:00Z"",""Id"":""00000000-0000-4000-8000-000000000101"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-101"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",101,120,northstar-audit-101,true,Unchanged
ExchangeItemAggregated,5/08/2026 2:31:00 AM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T02:31:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000102"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-102"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",102,120,northstar-audit-102,true,Unchanged
SharePointFileOperation,5/08/2026 2:42:00 AM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T02:42:00Z"",""Id"":""00000000-0000-4000-8000-000000000103"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-103"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",103,120,northstar-audit-103,true,Unchanged
SharePointFileOperation,5/08/2026 2:53:00 AM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-05T02:53:00Z"",""Id"":""00000000-0000-4000-8000-000000000104"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-104"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",104,120,northstar-audit-104,true,Unchanged
SharePoint,5/08/2026 3:04:00 AM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-05T03:04:00Z"",""Id"":""00000000-0000-4000-8000-000000000105"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-105"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",105,120,northstar-audit-105,true,Unchanged
ExchangeItemGroup,5/08/2026 3:15:00 AM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T03:15:00Z"",""Id"":""00000000-0000-4000-8000-000000000106"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-106"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",106,120,northstar-audit-106,true,Unchanged
AzureActiveDirectoryStsLogon,5/08/2026 3:26:00 AM,casey.morgan@northstar.example,UserLoggedIn,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T03:26:00Z"",""Id"":""00000000-0000-4000-8000-000000000107"",""Operation"":""UserLoggedIn"",""Organization"":""northstar.example"",""ResultStatus"":""Success"",""SessionId"":""session-107"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""AzureActiveDirectory""}",107,120,northstar-audit-107,true,Unchanged
ExchangeItemAggregated,5/08/2026 3:37:00 AM,casey.morgan@northstar.example,MailItemsAccessed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T03:37:00Z"",""Folder"":""Inbox"",""Id"":""00000000-0000-4000-8000-000000000108"",""Operation"":""MailItemsAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-108"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",108,120,northstar-audit-108,true,Unchanged
SharePointFileOperation,5/08/2026 3:48:00 AM,casey.morgan@northstar.example,FilePreviewed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T03:48:00Z"",""Id"":""00000000-0000-4000-8000-000000000109"",""Operation"":""FilePreviewed"",""Organization"":""northstar.example"",""SessionId"":""session-109"",""SiteUrl"":""https://northstar.example/sites/Operations"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",109,120,northstar-audit-109,true,Unchanged
SharePointFileOperation,5/08/2026 3:59:00 AM,casey.morgan@northstar.example,FileAccessed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-05T03:59:00Z"",""Id"":""00000000-0000-4000-8000-000000000110"",""Operation"":""FileAccessed"",""Organization"":""northstar.example"",""SessionId"":""session-110"",""SourceFileName"":""Weekly-status.docx"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""OneDrive""}",110,120,northstar-audit-110,true,Unchanged
SharePoint,5/08/2026 4:10:00 AM,casey.morgan@northstar.example,PageViewed,"{""ClientIP"":""203.0.113.22"",""CreationTime"":""2026-08-05T04:10:00Z"",""Id"":""00000000-0000-4000-8000-000000000111"",""ObjectId"":""https://northstar.example/sites/Operations/SitePages/Home.aspx"",""Operation"":""PageViewed"",""Organization"":""northstar.example"",""SessionId"":""session-111"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""SharePoint""}",111,120,northstar-audit-111,true,Unchanged
ExchangeItemGroup,5/08/2026 4:21:00 AM,casey.morgan@northstar.example,SearchQueryPerformed,"{""ClientIP"":""203.0.113.18"",""CreationTime"":""2026-08-05T04:21:00Z"",""Id"":""00000000-0000-4000-8000-000000000112"",""Operation"":""SearchQueryPerformed"",""Organization"":""northstar.example"",""QueryText"":""project status"",""SessionId"":""session-112"",""UserId"":""casey.morgan@northstar.example"",""Workload"":""Exchange""}",112,120,northstar-audit-112,true,Unchanged
